项目名称,负责人工号,承担单位,开始时间,立项年度,项目结束时间,项目子类,甲方单位,合同金额,科研认领金额,财务上账金额,审核状态,立项途径,合同状态
高稳定性张力控制隔膜涂布机的研究与开发,7120632,材料与能源学院,2018-02-20,2018,2019-02-28,技术开发,惠州市新鑫辉自动化设备有限公司,20,20,19.417476,财务通过，立项完成,直接立项,进行中
SBX雷达数字模拟器合同,7090829,信息与通信工程学院,2018-02-12,2018,2018-12-31,技术开发,北京电子工程总体研究所,59,41.3,41.3,财务通过，立项完成,直接立项,进行中
220GHz放大器模块,7060610,电子科学与工程学院（示范性微电子学院）,2018-02-07,2018,2018-05-31,技术开发,中国电子科技集团公司第五十五研究所,20,20,19.417476,财务通过，立项完成,直接立项,进行中
复杂层次系统退化建模关键技术研究,7130598,机械与电气工程学院,2018-02-07,2018,2019-12-31,技术开发,中国工程物理研究院总体工程研究所,60,60,60,财务通过，立项完成,直接立项,进行中
基于大数据的智慧健康服务协同平台关键技术研发,7200609,计算机科学与工程学院（网络空间安全学院）,2018-02-01,2018,2020-01-31,技术开发,成都高新达安医学检验有限公司,180,180,174.757282,财务通过，立项完成,直接立项,进行中
新一代互联网运营商大数据技术研究,7160608,信息与软件工程学院（示范性软件学院）,2018-02-01,2018,2023-01-01,技术开发,贵州省广播电视信息网络股份有限公司,200,100,97.087379,财务通过，立项完成,直接立项,进行中
新工科背景下大学数学课程体系重构与教学内容改革的研究和实践,5224520,数学科学学院,2018-02-01,2018,2020-02-01,咨询/外币结算,高等学校大学数学教学研究与发展中心,1.5,1.5,1.45631,财务通过，立项完成,直接立项,进行中
"Detecting and Monitoring Stroke in China Using a Low-Cost, Portable Microwave Scanner (DeMoStroke)",7190638,生命科学与技术学院,2018-02-01,2018,2021-01-31,技术开发,英国伦敦大学国王学院,114,73.789581,73.789581,财务通过，立项完成,直接立项,进行中
基于三维建模的时空大数据研究开发协议,8190635,计算机科学与工程学院（网络空间安全学院）,2018-02-01,2018,2019-01-31,技术开发,四川傲势科技有限公司,15,10,9.708738,财务通过，立项完成,直接立项,进行中
InP HBT模型数据包,7060610,电子科学与工程学院（示范性微电子学院）,2018-02-01,2018,2018-05-31,技术开发,中国电子科技集团公司第五十五研究所,40,40,38.834951,财务通过，立项完成,直接立项,进行中
系统测试0207,#VALUE!,电子科学与工程学院（示范性微电子学院）,2018-02-01,2018,2018-06-11,技术开发,成都大学,10,0,0,学校通过,直接立项,进行中
转镜式高速相机控制系统组件加工,7070604,机械与电气工程学院,2018-02-01,2018,2019-02-06,技术开发,中国工程物理研究院流体物理研究所,38,38,32.758621,财务通过，立项完成,直接立项,进行中
基于食品行业多源大数据的融合分析及可视化,7160682,计算机科学与工程学院（网络空间安全学院）,2018-02-01,2018,2019-06-30,技术开发,贵州省食品安全检测应用工程技术研究中心有限公司,50,40,40,财务通过，立项完成,直接立项,进行中
智能自组网仿真开发,7090709,信息与通信工程学院,2018-01-31,2018,2018-08-20,技术开发,中国电子科技集团公司第三十研究所,80,80,80,财务通过，立项完成,直接立项,进行中
THz Transceiver技术合作项目,7060610,电子科学与工程学院（示范性微电子学院）,2018-01-31,2018,2019-07-31,技术开发,华为技术有限公司,222.3,218.5,190,财务通过，立项完成,直接立项,进行中
某跳频信号多用户特征分析技术研究,7080618,计算机科学与工程学院（网络空间安全学院）,2018-01-30,2018,2020-01-30,技术开发,中国人民解放军总参谋部第五十七研究所器材装备处,34,34,34,财务通过，立项完成,直接立项,进行中
软磁磁芯膜及片上电感技术研究,7100846,电子科学与工程学院（示范性微电子学院）,2018-01-29,2018,2018-12-31,技术开发,中国电子科技集团公司第九研究所,48,48,46.601942,财务通过，立项完成,直接立项,进行中
单片集成三质量块MEMS三轴加速度传感器芯片,7090721,光电科学与工程学院,2018-01-26,2018,2022-01-26,技术开发,扬州杰利半导体有限公司,11,11,11,财务通过，立项完成,直接立项,进行中
米波分布式探测制导系统资源管理及仿真技术研究,7110615,信息与通信工程学院,2018-01-26,2018,2018-07-31,技术开发,上海机电工程研究所,15,15,15,财务通过，立项完成,直接立项,进行中
机载激光雷达点云数据中电力线及电塔自动提取系统研制,7160660,信息与软件工程学院（示范性软件学院）,2018-01-26,2018,2019-01-26,技术开发,绵阳天眼激光科技有限公司,8,0,0,学校通过,直接立项,进行中
激光清洗过程中等离子体的作用机理研究,7090724,光电科学与工程学院,2018-01-25,2018,2020-12-31,技术开发,西南技术物理研究所,30,20,20,财务通过，立项完成,直接立项,进行中
混合集成电路用多芯组瓷介电容器及其瓷料关键技术研究,5220837,电子科学与工程学院（示范性微电子学院）,2018-01-25,2018,2019-12-30,技术开发,成都宏明电子科大新材料有限公司,30,30,30,财务通过，立项完成,直接立项,进行中
围棋人工智能（AI）应用开发,5224675,机器人研究中心,2018-01-25,2018,2019-01-24,技术开发,北京先手网络科技有限公司,110,110,110,财务通过，立项完成,直接立项,进行中
SAR回波仿真建模与分析,5222308,信息与通信工程学院,2018-01-22,2018,2019-01-21,技术开发,北京华清瑞达科技有限公司,50,50,50,财务通过，立项完成,直接立项,进行中
透、反镜极低损耗测量仪,7171694,光电科学与工程学院,2018-01-22,2018,2019-08-31,技术开发,中国航空工业集团公司西安飞行自动控制研究所,78,78,69.026549,财务通过，立项完成,直接立项,进行中
贵州省政府大数据专项行动购买第三方评价管理服务,5230955,公共管理学院,2018-01-22,2018,2018-12-31,咨询/外币结算,贵州大学,4.9,0,0,学校通过,直接立项,进行中
XX接收机XX设备维修服务,5224382,航空航天学院,2018-01-20,2018,2018-12-31,技术开发,北京无线电测量研究所,30,30,29.126214,财务通过，立项完成,直接立项,进行中
履带机器人ROS定制系统技术开发,7172704,自动化工程学院,2018-01-19,2018,2018-03-20,技术开发,洛阳中科龙网创新科技有限公司,3,3,3,财务通过，立项完成,直接立项,进行中
噪声等效温差检测技术开发合同,7100840,光电科学与工程学院,2018-01-18,2018,2018-06-30,技术开发,广州飒特红外股份有限公司,3.3,3.3,3.203883,财务通过，立项完成,直接立项,进行中
无线异构网络终端协同与传输融合关键技术研究,7080663,通信抗干扰技术国家级重点实验室,2018-01-18,2018,2020-12-31,技术开发,军事科学院军事科学信息研究中心,13,13,13,财务通过，立项完成,直接立项,进行中
世界重大科技突破及其军事应用分析,7090715,通信抗干扰技术国家级重点实验室,2018-01-18,2018,2018-12-31,技术开发,军事科学院军事科学信息研究中心,50,50,50,财务通过，立项完成,直接立项,进行中
高精度光纤延时技术研究,8161627,光电科学与工程学院,2018-01-17,2018,2019-01-16,技术开发,中国电子科技集团公司第四十四研究所,10,0,0,学校通过,直接立项,进行中
数据铁笼应用项目评价指标体系研究,5230955,公共管理学院,2018-01-17,2018,2018-12-31,咨询/外币结算,贵州大学,4.9,0,0,学校通过,直接立项,进行中
贵州省十三五政务信息化工程规划,5224814,公共管理学院,2018-01-17,2018,2018-12-31,咨询/外币结算,贵州大学,4.95,0,0,学校通过,直接立项,进行中
贵州省政府大数据应用水平指数体系研究,5224814,公共管理学院,2018-01-17,2018,2018-12-31,咨询/外币结算,贵州大学,4.9,0,0,学校通过,直接立项,进行中
西昌输电线路区域山火风险遥感评估,7190662,资源与环境学院,2018-01-17,2018,2019-01-31,技术开发,成都思晗科技股份有限公司,10,10,10,财务通过，立项完成,直接立项,进行中
基于GPU的外辐射源雷达信号处理与关键模型开发技术研究,7110713,信息与通信工程学院,2018-01-16,2018,2018-07-16,技术开发,电子信息系统复杂电磁环境效应国家重点实验室,70,70,70,财务通过，立项完成,直接立项,进行中
宽带数字多波束形成算法,7172797,信息与通信工程学院,2018-01-16,2018,2019-08-01,技术开发,中国电子科技集团公司第五十四研究所,15.5,4.65,4.65,财务通过，立项完成,直接立项,进行中
高性能吸附树脂规模化生产技术,7070696,材料与能源学院,2018-01-16,2018,2019-12-31,技术开发,大境控股集团有限公司,800,0,0,学校通过,直接立项,进行中
网络化雷达系统总体技术方案,5230601,信息与通信工程学院,2018-01-15,2018,2020-12-31,技术开发,中国电子科技集团公司第十研究所,30,30,30,财务通过，立项完成,直接立项,进行中
MicroLED技术联合研发,7110795,光电科学与工程学院,2018-01-15,2018,2021-01-14,技术开发,成都富亿电子科技有限公司,300,3,2.912621,财务通过，立项完成,直接立项,进行中
基于商用工艺线可靠性评估技术开发合同,7090629,电子科学与工程学院（示范性微电子学院）,2018-01-15,2018,2020-12-31,技术开发,成都华微电子科技有限公司,300,30,30,财务通过，立项完成,直接立项,进行中
磁寻迹导航系统软件的研制,7070594,航空航天学院,2018-01-15,2018,2018-07-31,技术开发,成都瑞沃科技有限公司,5.8,5.8,5.631068,财务通过，立项完成,直接立项,进行中
基于机场场面非视距信道建模的MLAT定位算法测试的协作协议书,7130679,信息与通信工程学院,2018-01-14,2018,2019-01-31,技术开发,中国民用航空总局第二研究所,4,4,3.883495,财务通过，立项完成,直接立项,进行中
面向智能工厂的设备智联技术研究与工业大数据分析,7100664,信息与软件工程学院（示范性软件学院）,2018-01-14,2018,2020-09-30,技术开发,昆山倚天自动化科技股份有限公司,50,5,4.854369,财务通过，立项完成,直接立项,进行中
智能工厂设备数据远程监控与大数据分析,7100664,信息与软件工程学院（示范性软件学院）,2018-01-12,2018,2021-01-11,技术开发,昆山倚天自动化科技股份有限公司,50,0,0,学校通过,直接立项,进行中
WL-11A罗盘、LDME-1测距器以及LMMR-2组合接收设备抗干扰天线算法及机上布局仿真,5222368,信息与通信工程学院,2018-01-12,2018,2018-05-31,技术开发,陕西凌云电器集团有限公司,28,28,28,财务通过，立项完成,直接立项,进行中
基于共性融合的全机天线综合设计,8190643,信息与通信工程学院,2018-01-12,2018,2018-09-10,技术开发,成都飞机工业（集团）有限责任公司,90,90,90,财务通过，立项完成,直接立项,进行中
绵阳区域电网敏感用户电压暂降监测与风险评估,7120708,机械与电气工程学院,2018-01-12,2018,2018-12-31,技术开发,南京灿能电力自动化股份有限公司,7,7,6.796116,财务通过，立项完成,直接立项,进行中
NMCT开关测试与分析,7100624,电子科学与工程学院（示范性微电子学院）,2018-01-10,2018,2018-02-28,技术开发,南京理工大学,4,4,3.883495,财务通过，立项完成,直接立项,进行中
基于ZYNQ的微波模拟信号源控制技术研究与开发,5224969,自动化工程学院,2018-01-10,2018,2018-07-15,技术开发,中星联华科技（北京）有限公司,6,6,5.825243,财务通过，立项完成,直接立项,进行中
高性能智能化无线蓝牙耳机技术服务及咨询,7080626,光电科学与工程学院,2018-01-10,2018,2020-12-31,技术开发,立讯电子科技（昆山）有限公司,10,0,0,学校通过,直接立项,进行中
